Time,Open,High,Low,Close
2022-04-29 19:09:00,14.261,14.297,14.229,14.262
2022-04-29 19:10:00,14.2615,14.2615,14.214,14.2385
2022-04-29 19:11:00,14.25,14.25,14.207,14.22725
2022-04-29 19:12:00,14.2386,14.248,14.207,14.22875
2022-04-29 19:13:00,14.2337,14.267,14.224,14.241499999999998
2022-04-29 19:14:00,14.2376,14.258,14.227,14.23975
2022-04-29 19:15:00,14.2387,14.278,14.237,14.25275
2022-04-29 19:16:00,14.2457,14.304,14.2457,14.276750000000002
2022-04-29 19:17:00,14.2612,14.35,14.2612,14.32075
2022-04-29 19:18:00,14.291,14.343,14.291,14.328499999999998
2022-04-29 19:19:00,14.3098,14.379,14.3098,14.3505
2022-04-29 19:20:00,14.3302,14.393,14.3302,14.37725
2022-04-29 19:21:00,14.3537,14.378,14.286,14.33275
2022-04-29 19:22:00,14.3432,14.3432,14.277,14.2905
2022-04-29 19:23:00,14.3168,14.331,14.28,14.30375
2022-04-29 19:24:00,14.3103,14.341,14.285,14.3085
2022-04-29 19:25:00,14.3094,14.357,14.283,14.32
2022-04-29 19:26:00,14.3147,14.376,14.3147,14.35025
2022-04-29 19:27:00,14.3325,14.35,14.3325,14.344
2022-04-29 19:28:00,14.3382,14.342,14.255,14.30625
2022-04-29 19:29:00,14.3222,14.3222,14.255,14.273000000000001
2022-04-29 19:30:00,14.2976,14.2976,14.219,14.24625
2022-04-29 19:31:00,14.2719,14.2719,14.225,14.243749999999999
2022-04-29 19:32:00,14.2578,14.312,14.25,14.27775
2022-04-29 19:33:00,14.2678,14.317,14.2678,14.300749999999999
2022-04-29 19:34:00,14.2843,14.328,14.2843,14.30425
2022-04-29 19:35:00,14.2943,14.2943,14.251,14.27475
2022-04-29 19:36:00,14.2845,14.29,14.249,14.26575
2022-04-29 19:37:00,14.2751,14.2751,14.241,14.254249999999999
2022-04-29 19:38:00,14.2647,14.271,14.237,14.253250000000001
2022-04-29 19:39:00,14.259,14.312,14.259,14.28125
2022-04-29 19:40:00,14.2701,14.322,14.2701,14.295749999999998
2022-04-29 19:41:00,14.2829,14.294,14.274,14.283000000000001
2022-04-29 19:42:00,14.283,14.305,14.268,14.2845
2022-04-29 19:43:00,14.2838,14.335,14.2838,14.30975
2022-04-29 19:44:00,14.2968,14.332,14.2968,14.31725
2022-04-29 19:45:00,14.307,14.34,14.285,14.305500000000002
2022-04-29 19:46:00,14.3063,14.3063,14.258,14.27725
2022-04-29 19:47:00,14.2918,14.2918,14.175,14.22
2022-04-29 19:48:00,14.2559,14.2559,14.176,14.19625
2022-04-29 19:49:00,14.2261,14.228,14.203,14.214
2022-04-29 19:50:00,14.22,14.22,14.174,14.2
2022-04-29 19:51:00,14.21,14.231,14.191,14.209750000000001
2022-04-29 19:52:00,14.2099,14.232,14.12,14.175749999999999
2022-04-29 19:53:00,14.1928,14.1928,14.06,14.10775
2022-04-29 19:54:00,14.1503,14.1503,14.052,14.0915
2022-04-29 19:55:00,14.1209,14.158,14.082,14.121500000000001
2022-04-29 19:56:00,14.1212,14.181,14.1212,14.159749999999999
2022-04-29 19:57:00,14.1405,14.197,14.1405,14.17925
2022-04-29 19:58:00,14.1599,14.202,14.158,14.1885
2022-04-29 19:59:00,14.1742,14.208,14.1742,14.1965
2022-04-29 20:00:00,14.1854,14.227,14.162,14.1995
2022-04-29 20:01:00,14.1924,14.221,14.188,14.2055
2022-04-29 20:02:00,14.199,14.274,14.198,14.229
2022-04-29 20:03:00,14.214,14.266,14.214,14.24725
2022-04-29 20:04:00,14.2306,14.332,14.2306,14.297749999999999
2022-04-29 20:05:00,14.2642,14.349,14.2642,14.321000000000002
2022-04-29 20:06:00,14.2926,14.304,14.269,14.29125
2022-04-29 20:07:00,14.2919,14.2919,14.241,14.267499999999998
2022-04-29 20:08:00,14.2797,14.298,14.255,14.27025
2022-04-29 20:09:00,14.275,14.292,14.262,14.277750000000001
2022-04-29 20:10:00,14.2764,14.295,14.266,14.28175
2022-04-29 20:11:00,14.2791,14.304,14.274,14.289
2022-04-29 20:12:00,14.284,14.299,14.253,14.27925
2022-04-29 20:13:00,14.2816,14.29,14.257,14.27075
2022-04-29 20:14:00,14.2762,14.301,14.253,14.278
2022-04-29 20:15:00,14.2771,14.287,14.243,14.27
